Cím;Eredeti cím;Műfaj;Készítés éve;Gyártó országok;Rendező;Szereplők;Magyar korhatárbesorolások
Holtak hajnala;Dawn of the dead;horror;2004;USA;Zack Snyder;Sarah Polley/Ving Rhames/Jake Weber;IV (F/4649/J) / IV (2004, F/0336/J, UNIVERSAL PICTURES H. KFT.) / IV (2007, F/0336/J)
Holtak háza;House of the dead;horror;2003;Németország/Kanada/USA;Uwe Boll;Tyron Leitso/Clint Howard/Jonathan Cherry;IV (2006, F/3276/J)
Holtak háza 2 - Elszabadul a pokol;House of the Dead 2;horror;2005;USA;Michael Hurst;Sticky Fingaz/Ed Quinn/Emmanuelle Vaugier;IV (2007, F/4465/J)
Holtak légiója;Legion of dead;horror;2000;USA;Olaf Ittenbach;Michael Carr/Kimberly Liebe/Russell Friedenberg;IV (2005, F/1918/J)
Holtak napja;Day of the Dead;horror;2008;USA;Steve Miner;Ving Rhames/Nick Cannon/Mena Suvari;IV (2008, F/7891/J, 82 perc)
Holtak naplója;Diary of the Dead;horror;2007;USA;George A. Romero;Michelle Morgan/Scott Wentworth/Joshua Close;IV (2008, F/6910/J, INTERSONIC KFT., 91 perc)
Holtak szabadsága;Holtak szabadsága;dokumentum;1993;Magyarország;Gyöngyössy Imre - Kabay Barna - Petényi Katalin;;14 éven aluliaknak nem ajánlott (1992, FÓRUM FILM ALAPÍTVÁNY)
Holtak tava;Beneath Still Waters;horror;2005;Spanyolország;Brian Yuzna;Ricard Borrás/Ricardo Birnbaum/Patrick Gordon;IV (2006, F/3833/J)
Holtan érkezett;D.O.A.;thriller;1988;USA;Rocky Morton/Annabel Jankel;Meg Ryan/Charlotte Rampling/Dennis Quaid;II (2005, F/2615/J, 96 perc)
Holtbiztos tipp;The Dead Pool;akció - krimi;1988;USA;Buddy Van Horn;Clint Eastwood/Patricia Clarkson/Liam Neeson;III (2009, F/9291/J, Pro Video Film, 91 perc)
Holtidő;Nick of Time;thriller;1995;USA;John Badham;Johnny Depp/Roma Maffia/Christopher Walken;Csak 16 éven felülieknek (1996, UIP DUNA FILM KFT., 100 perc)
Holt költők társasága;Dead Poet's Society;;;;;;II (F/11023/J)
Holt költők társasága;Dead Poets Society;filmdráma;1989;USA;Peter Weir;Robin Williams/Robert Sean Leonard/Ethan Hawke;Korhatár nélkül (1995, INTERCOM, 130 perc)
Holtodiglan;Forever mine;thriller;1999;Kanada/Nagy-Britannia/USA;Paul Schrader;Joseph Fiennes/Gretchen Mol/Ray Liotta;III (2005, F/2455/J)
Holtodiglan;Devil's Pond;thriller;2003;USA;Joel Viertel;Kip Pardue/Tara Reid/Meredith Baxter;III (2007, F/5270/J)
Holtpont;Holtpont;dokumentum;1983;Magyarország;Péterffy András;;14 éven aluliaknak nem ajánlott (1984, MOKÉP, 60 perc)
Holtpont;Point Break;bűnügyi;1991;USA;Kathryn Bigelow;Keanu Reeves/Patrick Swayze/Gary Busey;III (2005, F/1733/J) / Csak 16 éven felülieknek (1991, INTERCOM, 122 perc)
Hol van fred?;Wo ist Fred?;vígjáték;2006;Németország;Anno Saul;Til Schweiger/Alexandra Maria Lara/Jürgen Vogel;II (2007, F/5261/J)
Hol volt, hol nem volt;Hol volt, hol nem volt;filmdráma;1986;Magyarország;Gazdag Gyula;Frantisek Husák/Vermes Dávid/Varga Mária;14 éven aluliaknak nem ajánlott (1987, MOKÉP, 99 perc)
Hollywood asszonyai;Hollywood Wives: The New Generation;filmdráma;2003;Kanada/USA;Joyce Chopra;Farrah Fawcett/Robin Givens/Melissa Gilbert;II (2005, F/1864/J)
Hollywood Ending;Hollywood Ending;vígjáték;2002;USA;Woody Allen;Bob Dorian/Téa Leoni/Ivan Martin;14 éven aluliaknak nem ajánlott (2003, BUDAPEST FILM, 112 perc)
Hollywoodi lidércnyomás;Barton Fink;vígjáték;1991;USA;Joel Coen/Ethan Coen;Judy Davis/John Goodman/John Turturro;14 éven aluliaknak nem ajánlott (1992, MOKÉP, 116 perc) / II (F/7728/J)
Hollywoodi őrjárat;Hollywood Homicide;akció - vígjáték;2002;USA;Ron Shelton;Harrison Ford/Josh Hartnett/Lena Olin;14 éven aluliaknak nem ajánlott (2003, INTERCOM, 116 perc)
Hollywoodland;Hollywoodland;bűnügyi;2006;USA;Allen Coulter;Diane Lane/Ben Affleck/Adrien Brody;III (2006, F/4353/J, 126 perc)
Hollywood lovagjai;The Hollywood Knights;vígjáték;1980;USA;Floyd Mutrux;Tony Danza/Fran Drescher/Robert Wuhl;IV (2005, F/2500/J)
Homályzóna;Twilight Zone: The Movie;horror;1983;USA;Joe Dante/John Landis/George Miller/Steven Spielberg;Dan Aykroyd/Vic Morrow/Albert Brooks;III (2007, F/6129/J, Pro Video Film, 96 perc)
Homeroom;Homeroom;filmdráma;2003;Németország/Kanada;Uwe Boll;Michael Paré/Jürgen Prochnow/Patrick Muldoon;III (2005, F/1583/J)
Homok alatt;Sous le sable;filmdráma;2000;Franciaország;François Ozon;Bruno Cremer/Charlotte Rampling/Jacques Nolot;14 éven aluliaknak nem ajánlott (2002, BUDAPEST FILM, 96 perc) / III (F/6331/J)
Homo Novus
;Homo Novus;filmdráma;1989;Szovjetunió/Magyarország;Erdőss Pál;Irina Kupcsenko/Georgij Taratorkin/Anja Bazsenkova;14 éven aluliaknak nem ajánlott (1990, BUDAPEST FILM, 90 perc)
Honda lovag;Takkihei Honda;ifjúsági;;Japán;Keichi Ozawa;Mijuki Kumagai/Junichi Ishida/Kaori Takeda;Korhatár nélkül (1982, MOKÉP, 94 perc)
Honey;Honey;romantikus - dráma;2003;USA;Bille Woodruff;Jessica Alba/Mekhi Phifer/Lil' Romeo;14 éven aluliaknak nem ajánlott (2004, UIP DUNA FILM KFT., 94 perc) / I (2004, F/0049/J, UNIVERSAL PICTURES H. KFT.)
Honfoglalás;Honfoglalás;történelmi - dráma;1996;Magyarország;Koltay Gábor;Sinkovits Imre/Franco Nero/Bitskey Tibor;Korhatár nélkül (1996, MOKÉP, 110 perc)
Hong kong;Hong Kong;útifilm;2008;Magyarország;;;I (2008, F/7690/E, VIP Produkció, 60 perc)
Honnan tudod;How Do You Know;;;;;;II (F/11049/J)
Hontalanul Afrikában;Nirgendwo in Afrika;filmdráma;2001;Németország;Caroline Link;Juliane Köhler/Merab Ninidze/Sidede Onyulo;14 éven aluliaknak nem ajánlott (2004, BUDAPEST FILM, 141 perc)
Hook;Hook;fantasy;1991;USA;Steven Spielberg;Dustin Hoffman/Robin Williams/Julia Roberts;I (2005, F/2568/J) / Korhatár nélkül (1992, INTERCOM, 144 perc)
Hoppá!;Hoppá!;filmdráma;1992;Magyarország;Maár Gyula;Garas Dezső/Avar István/Törőcsik Mari;Korhatár nélkül (1992, HUNNIA PLUSSZ, 93 perc)
Horgász a pácban;Ni vu, ni connu;vígjáték;1958;Franciaország;Yves Robert;Moustache/Noëlle Adam/Louis De Funes;I (2009, F/8942/J, Corner Film, 86 perc)
Horrorra akadva 1 - Tudom, kit ettél tavaly nyárson
;Scary Movie;horror - vígjáték;2000;USA;Keenen Ivory Wayans;Shawn Wayans/Marlon Wayans/Anna Faris;Csak 18 éven felülieknek (2000, UIP DUNA FILM KFT., 88 perc) / III (F/6265/J)
Horrorra akadva 2;Scary Movie 2;horror - vígjáték;2001;USA;Keenen Ivory Wayans;Regina Hall/Shawn Wayans/Marlon Wayans;IV (2006, F/3408/J) / Csak 16 éven felülieknek (2001, UIP DUNA FILM KFT., 83 perc)
Horrorra akadva 4;Scary Movie 4;horror - vígjáték;2004;USA;David Zucker;Craig Bierko/Anthony Anderson/Chingy;III (2006, F/3484/J)
Horrorva akadva 3;Scary Movie 3.;horror - vígjáték;2003;USA;David Zucker;Pamela Anderson/Jenny McCarthy/Marny Eng;14 éven aluliaknak nem ajánlott (2004, SPI INTERNATIONAL MO. KFT., 84 perc)
Horthy, a kormányzó;Horthy, a kormányzó;dokumentum;2006;Magyarország;Koltay Gábor;;II (2006, F/4399/D)
Horton;Horton Hears a Who;animáció;2008;USA;Steve Martino/Jimmy Hayward;Steve Carell/Jim Carrey/Will Arnett;I (2008, F/6855/A, INTERCOM, 88 perc)
Horvátország;Horvátország;útifilm;2005;Magyarország;;;I (2005, F/2494/E, VIP)
Horvátország: Isztria, Porec, Pula, Rijeka, Rovinj (Istria);Horvátország: Isztria, Porec, Pula, Rijeka, Rovinj (Istria);útifilm;2006;Magyarország;Meronka Péter;;I (2008, F/6932/E, 30 perc)
Horvátország szigetei;Horvátország szigetei;útifilm;2005;Magyarország;;;I (2005, F/2488/E, VIP)
Hosszú alkony;Hosszú alkony;filmdráma;1997;Magyarország;Janisch Attila;Csuja Imre/Újlaky Dénes/Törőcsik Mari;14 éven aluliaknak nem ajánlott (1997, BUDAPEST FILM, 70 perc)
Hosszú az út hazáig;The Long Walk Home;filmdráma;1990;USA;Richard Pearce;Ving Rhames/Sissy Spacek/Dwight Schultz/Whoopi Goldberg;II (2008, F/5468/J, 97 perc)
Hosszú bosszú;Jing mo gaa ting;akció - vígjáték;2005;Hong Kong;Stephen Fung;Anthony Wong Chau-Sang/Stephen Fung/Charlene Choi;III (2006, F/4341/J)
Hosszú búcsúzások;Dolgije provodi;filmdráma;1987;Szovjetunió;Kira Muratova;Oleg Vlagyimirszkij/Jurij Kajurov/Zinaida Sarko;14 éven aluliaknak nem ajánlott (1988, MOKÉP, 97 perc)
Hosszú fájdalmas csók;Long dark kiss;thriller;2005;USA;Valerie Landsburg;Kristy Swanson/Stephen Baldwin/Tracy Howe;III (2005, F/1114/J, INTERCOM)
Hosszú hétvége;The Long Weekend;vígjáték;2005;Kanada/Nagy-Britannia/USA;Pat Holden;Chandra West/Chris Klein/Brendan Fehr;III (2006, F/3360/J)
Hosszú jegyesség;Un long dimanche de fiançailles;romantikus - dráma;2004;Franciaország/USA;Jean-Pierre Jeunet;Jean-Pierre Becker/Audrey Tautou/Gaspard Ulliel;III (2005, F/0858/J, INTERCOM, 134 perc)
Hosszú vágta;Hosszú vágta;ifjúsági;1983;Magyarország/USA;Gábor Pál;Kelly Reno/John Savage/Mensáros László;Korhatár nélkül (1983, MOKÉP, 98 perc)
Hotel Ruanda;Hotel Rwanda;filmdráma;2004;Dél-Afrika/Olaszország/Nagy-Britannia;Terry George;Desmond Dube/Don Cheadle/Xolani Mali;II (2005, F/2125/J, 121 perc)
Hotelszoba, letolt gatya;Bart Got a Room;vígjáték;2008;USA;Brian Hecker;William H. Macy/Steven Kaplan/Cheryl Hines;II (2010, F/9843/J, ADS Service Kft., 80 perc)
Hot Wheels Acceleracers - Gyújtás;Hot Wheels Acceleracers - Ignition;animáció;2005;USA;Andrew Duncan;Kathleen Barr/Lisa Ann Beley/Dexter Bell;I (2005, F/1942/A)
Hot Wheels Acceleracers - The ultimate race;Hot Wheels Acceleracers - The Ultimate race;animáció;2006;USA;Andrew Duncan;;I (2006, F/3959/A)
Hot Wheels Acceleracers - Töréspont;Hot Wheels Acceleracers -  Breaking Point;animáció;2005;USA;William Lau;;I (2006, F/3322/A)
Hot Wheels Acceleracors - Csendsebesség;Hot Wheels Acceleracors - Speed of silence;filmdráma;2005;USA;Andrew Duncan;Lisa Ann Beley/Dexter Bell/Kathleen Barr;I (2005, F/1997/A)
Hotzenplotz, a rabló;Rauber Hotzenplotz, Der;bűnügyi - vígjáték;2006;Németország;Gernot Roll;Manuel Steitz/Armin Rohde/Martin Stührk;I (2007, F/4962/J)
Houdini, a halál mágusa;Death Defying Acts;filmdráma;2007;Ausztrália/Nagy-Britannia;Gillian Armstrong;Guy Pearce/Timothy Spall/Catherine Zeta-Jones;II (2009, F/9161/J, Fórum Home Entertainment, 97 perc)
Hova lettek Morganék?;Did You Hear About the Morgans?;romantikus - vígjáték;2009;USA;Marc Lawrence;Sarah Jessica Parker/Hugh Grant/Sam Elliott;II (2010, F/9812/J, INTERCOM, 103 perc) / II (2009, INTERCOM, 103 perc)
Hová mész emberke?;Quo vadis, homo sapiens?;animáció;1983;Románia;Ion Popescu-Gopo;;Korhatár nélkül (1988, MOKÉP, 68 perc)
Hová tűnt Agatha Christie?;Agatha;filmdráma;1978;Nagy-Britannia;Michael Apted;Dustin Hoffman/Timothy Dalton/Vanessa Redgrave;14 éven aluliaknak nem ajánlott (1982, MOKÉP, 105 perc)
Hová utazik?;Za kide pituvate ?;szatíra;1985;Bulgária;Rangel Vulcsanov;Sztojan Alekszijev/Georgi Kalojancsev/Joszif Szircsadzsiev;14 éven aluliaknak nem ajánlott (1988, MOKÉP, 92 perc)
Hó;Snijeg;filmdráma;2008;Bosnia and Herzegovina/Németország/Franciaország/Irán;Aida Begic;Sadžida Šetić/Jasna Beri/Zana Marjanović;II (2010, F/10214/J, Mozinet, 100 perc)
Hóbortos hétvége;Weekend at Bernie's;vígjáték;1989;USA;Ted Kotcheff;Catherine Mary Stewart/Andrew McCarthy/Jonathan Silverman;14 éven aluliaknak nem ajánlott (1990, DUNA FILM, 99 perc)
Hóbortos népség;Funny People;vígjáték;1976;Botswana;Kobus Kruger/Jamie Uys;Joe Stewardson km.;Korhatár nélkül (1986, MOKÉP, 91 perc)
Hóbortos népség II.;Funny People II.;vígjáték;1983;Botswana;Jamie Uys;Amatőr szereplők;Korhatár nélkül (1986, MOKÉP, 91 perc)
Hóbortos szerelem;Mozart and the Whale;vígjáték;2005;USA;Petter N?ss;Radha Mitchell/Josh Hartnett/Gary Cole;II (2007, F/4925/J)
Hódító pelle;Pelle eroberen;filmdráma;1987;Svédország/Dánia;Bille August;Max von Sydow/Axel Strobye/Pelle Hvenegaard;14 éven aluliaknak nem ajánlott (1990, MOKÉP, 150 perc) / II (2005, F/0605/J, CINETEL KFT.)
Hódok úttalan utakon;Meche Blanche, les aventures du petit castor;dokumentum;2008;Franciaország;Philippe Calderon;Benoît Briere/André Dussollier;I (F/7822/J, Intersonic)
Hófehér;Hófehér;animáció;1983;Magyarország;Nepp József;;14 éven aluliaknak nem ajánlott (1984, MOKÉP, 92 perc)
Hófehér és rózsapiros;Schneeweisschen und Rosenrot;mese;1979;NDK;Siegfried Hartmann;Julie Juristová/Pavel Trávnicek/Katrin Martin;Korhatár nélkül (1981, MOKÉP, 72 perc)
Hófehérke;Snow White;mese;2001;Kanada/USA;Caroline Thompson;Miranda Richardson/Kristin Kreuk/Karin Konoval;I (2004, F/0165/J, FF FILM KFT.)
Hófehérke 2;Snow White - Happily ever after;animáció;1993;USA;John Howley;;I (2005, F/2070/A) / I (2005, F/4096/A)
Hófehérke és a hét törpe;Snow White and the Seven Dwarfs;animáció;1937;USA;Wilfred Jackson/William Cottrell/David Hand/Ben Sharpsteen/Larry Morey/Perce Pearce;Roy Atwell/Stuart Buchanan/Adriana Caselotti; (1938) / I (2009, F/9534/A, INTERCOM, 85 perc)
Hófehérke és a hét törpe;Snow White and The Seven Dwarfs;animáció;1937;USA;David Hand;;Korhatár nélkül (1982, INTERCOM, 83 perc)
Hógolyó haditerv, avagy ki legyen a Télapó? 3D;Santa vs. the Snowman 3D;animáció;2002;USA;John A. Davis;Victoria Jackson/Ben Stein/Jonathan Winters;I (2008, F/8382/A, Cinema City, 32 perc)
Hóhatár - A félelem felpörget;Extreme Ops;bűnügyi;2002;Németország/Franciaország/Nagy-Britannia;Christian Duguay;Devon Sawa/Bridgette Wilson/Rupert Graves;14 éven aluliaknak nem ajánlott (2003, SPI INTERNATIONAL MO. KFT., 93 perc)
Hóhányók és hóvirágok;Snezenky a machri;ifjúsági;1983;Csehszlovákia;Karel Smyczek;Antonin Duchoslav/Václav Kokta/Michal Suchánek;14 éven aluliaknak nem ajánlott (1985, MOKÉP, 89 perc)
Hó hull a cédrusra;Snow Falling On Cedars;filmdráma;1999;USA;Scott Hicks;Ethan Hawke/Youki Kudoh/Max von Sydow;Korhatár nélkül (2000, UIP DUNA FILM KFT., 133 perc)
Hókirálynő;Snezhnaya koroleva;mese;1966;Szovjetunió;Gennagyij Kazanszkij;Jevgenyija Melnyikova/Szlava Cjupa/Jelena Proklova;I (2007, F/4863/A)
Hókölykök;Snow Buddies;kaland;2008;USA;Robert Vince;Josh Flitter/Molly Shannon/Kris Kristofferson;I (2008, F/6816/J, INTERCOM, 76 perc)
Hópelyhecske;Snegurochka;mese;1969;Szovjetunió;Pavel Kadochnikov;Yevgeni Zharikov/Irina Gubanova/Yevghenia Filonova;I (2007, F/4862/J)
Hósüti;Snow Cake;filmdráma;2006;Kanada/Nagy-Britannia;Marc Evans;Sigourney Weaver/Alan Rickman/Carrie-Anne Moss;II (2007, F/5238/J)
Hótreál;Hótreál;társadalmi dráma;1987;Magyarország;Szabó Ildikó;Vincze Géza/Czakó Ildikó/Zsótér Sándor;Csak 16 éven felülieknek (1988, MOKÉP, 78 perc)
Hóvirágünnep;Slavnosti snezenek;szatíra;1983;Csehszlovákia;Jirí Menzel;Jaromir Hanzlik/Rudolf Hrusínský/ifj. Rudolf Hrusinsky;14 éven aluliaknak nem ajánlott (1985, MOKÉP, 90 perc) / II (F/9098/J)
Hózuhatag;Lavina;katasztrófa;1982;Bulgária;Irina Aktaseva;Ljuben Csatalov/Ivan Ivanov/Vanja Cvetkova;Korhatár nélkül (1983, MOKÉP, 156 perc)
Hölgyek levendulában;Ladies in lavender;filmdráma;2004;Nagy-Britannia;Charles Dance;Daniel Brühl/Judi Dench/Maggie Smith;I (2005, F/2475/J) / I (2005, F/2475/J, 103 perc)
Hölgyem, isten áldja;The Goodbye Girl;vígjáték;1977;USA;Herbert Ross;Marsha Mason/Richard Dreyfuss/Quinn Cummings;Korhatár nélkül (1980, MOKÉP, 112 perc)
Hölgy kalapban;Kobieta w kapeluszu;társadalmi dráma;1985;Lengyelország;Stanislaw Rózewicz;Hanna Mikuc/Henryk Machalica/Wieslawa Mazurkiewicz;14 éven aluliaknak nem ajánlott (1990, MOKÉP, 105 perc)
Hölgyválasz;Shall We Dance;vígjáték;2004;USA;Peter Chelsom;Richard Gere/Jennifer Lopez/Susan Sarandon;I (2005, F/0855/J, SPI INTERNATIONAL MO. KFT., 106 perc) / I (2005, F/0855/J, SPI INTERNATIONAL MO. KFT.)
Hőhullám;The Arrival;sci-fi;1996;USA;David Twohy;Lindsay Crouse/Richard Schiff/Charlie Sheen;14 éven aluliaknak nem ajánlott (1998, BUDAPEST FILM, 109 perc)
Hős;Ying xiong;kaland;2002;Hong Kong/Kína;Yimou Zhang;Tony Leung-Chiu Wai/Maggie Cheung/Jet Li;II (2005, F/2590/J)
Hős kerestetik;Hero Wanted;akció;2008;USA;Brian Smrz;Ray Liotta/Norman Reedus/Cuba Gooding Jr.;III (2009, F/8509/J, Best Hollywood, 95 perc)
Hősök ;Heroes;tévésorozat;2006;USA;;Hayden Panettiere/Sendhil Ramamurthy/Jack Coleman;III (2008, F/6073/E, SELECT '86, 545 perc)
Hősök ;Heroes;tévésorozat;2007;USA;;Hayden Panettiere/Jack Coleman/Milo Ventimiglia;III (2008, F/8113/E, SELECT '86, 515 perc)
Hubertusz vadászat;Hubertusjagd;bűnügyi;1985;NDK;Hans Werner;Rolf Hoppe/Marian van de Kamp/Angelika Waller;
Hudson hawk - Egy mestertolvaj aranyat ér;Hudson Hawk;akció - vígjáték;1990;USA;Michael Lehmann;Bruce Willis/Danny Aiello/Andie MacDowell;14 éven aluliaknak nem ajánlott (1991, INTERCOM, 105 perc) / III (2006, F/3907/J)
Hugicám;Zusje;vígjáték;1996;Hollandia;Robert Jan Westdijk;Kim van Kooten/Roeland Fernhout/Hugo Mesters III.;Csak 16 éven felülieknek (1996, BUDAPEST FILM, 91 perc)
Hugó, a viziló;Hugó, a viziló;animáció;1975;USA/Magyarország;Bill Feigenbaum/Gémes József;; (1975, F/7635/A, 85 perc) / I (2008, F/7635/A, MOKÉP, 85 perc)
Huhogók;Chouans!;történelmi - kaland;1988;Franciaország;Philippe de Broca;Lambert Wilson/Philippe Noiret/Sophie Marceau;14 éven aluliaknak nem ajánlott (1989, HELIKON FILM, 145 perc)
Hukkle;Hukkle;szatíra;2002;Magyarország;Pálfi György;Bandi Ferenc/Farkas József/Rácz Józsefné;I (2007, F/5174/J) / 14 éven aluliaknak nem ajánlott (2002, MOKÉP, 75 perc)
Huligánok;Hooligans;filmdráma;2005;Nagy-Britannia/USA;Lexi Alexander;Charlie Hunnam/Elijah Wood/Claire Forlani;IV (2006, F/3178/J) / IV (2006, F/3178/J, 109 perc)
Hulk;Hulk;akció;2003;USA;Ang Lee;Sam Elliott/Jennifer Connelly/Eric Bana;II (2007, F/4797/J) / 14 éven aluliaknak nem ajánlott (2003, UIP DUNA FILM KFT., 138 perc)
Hulk a bíróságon;The Trial of the Incredible Hulk;akció;1989;USA;Bill Bixby;Rex Smith/Bill Bixby/Lou Ferrigno;II (2006, F/4035/J)
Hulk visszatér;The Incredible Hulk Returns;akció;1988;USA;Nicholas Corea/Bill Bixby;Jack Colvin/Bill Bixby/Lou Ferrigno;II (2006, F/4034/J)
Hullahegyek, fenegyerek;The Way Of the Gun;akció;2000;USA;Christopher McQuarrie;James Caan/Benicio Del Toro/Ryan Phillippe;Csak 18 éven felülieknek (2001, KINOWELT, 119 perc)
Hulla, hó, telizsák;Reindeer Games;akció;2000;USA;John Frankenheimer;Gary Sinise/Ben Affleck/Charlize Theron;Csak 16 éven felülieknek (2000, UIP DUNA FILM KFT., 104 perc) / III (F/8365/J)
Hull a pelyhes...;Jingle All the Way;vígjáték;1996;USA;Brian Levant;Sinbad/Phil Hartman/Arnold Schwarzenegger;Korhatár nélkül (1996, INTERCOM, 85 perc)
Hullámherceg;The Prince Of Tides;filmdráma;1991;USA;Barbra Streisand;Barbra Streisand/Blythe Danner/Nick Nolte;14 éven aluliaknak nem ajánlott (1992, INTERCOM, 132 perc)
Hullámok habjain;The Magic of Marciano;filmdráma;2000;Franciaország/USA;Tony Barbieri;Robert Forster/Nastassja Kinski/Cody Morgan;II (2007, F/5213/J)
Hullámsír;Last Cut;thriller;1996;Venezuela/Olaszország;Marcello Avallone;John Savage/Veronica Logan/Helmut Berger;Csak 18 éven felülieknek (1997, MOKÉP, 92 perc)
Hullámtörés;Amor omnie;romantikus - dráma;1996;Dánia;Lars von Trier;Emily Watson/Stellan Skarsgard/Katrin Cartlidge;Csak 16 éven felülieknek (1997, BUDAPEST FILM, 158 perc)
Hullámtörők;The Guardian;akció;2006;USA;Andrew Davis;Kevin Costner/Ashton Kutcher/Sela Ward;II (2006, F/4299/J, 136 perc)
Hullámvasút;Rollercoaster;filmdráma;1977;USA;James Goldstone;George Segal/Richard Widmark/Timothy Bottoms;II (2005, F/1145/J, UNIVERSAL PICTURES H. KFT.)
Hullámvölgyben;Down in the Valley;filmdráma;2005;USA;David Jacobson;Edward Norton/Evan Rachel Wood/David Morse;III (2006, F/4401/J)
Hullázó kedélyek;Head Above Water;bűnügyi - vígjáték;1996;USA;Jim Wilson;Harvey Keitel/Cameron Diaz/Craig Sheffer;Csak 16 éven felülieknek (1997, UIP DUNA FILM KFT., 93 perc)
Hullócsillag;Factory Girl;életrajzi;2006;USA;George Hickenlooper;Sienna Miller/Guy Pearce/Hayden Christensen;III (2009, F/8950/J, 90 perc)
Hulot úr közlekedik;Trafic;vígjáték;1971;Franciaország;Jacques Tati;Maria Kimberly/Jacques Tati/Marcel Fraval;Korhatár nélkül (1995, BUDAPEST FILM, 96 perc)
Hulot úr nyaral;Les vacances de M. Hulot;vígjáték;1953;Franciaország;Jacques Tati;Michele Rolla/Jacques Tati/Nathalie Pascaud;Korhatár nélkül (1998, BUDAPEST FILM, 85 perc)
Human traffic;Human traffic;vígjáték;1999;Írország/Nagy-Britannia;Justin Kerrigan;Lorraine Pilkington/Shaun Parkes/John Simm;III (2006, F/2924/J) / III (2006, F/2924/J, 99 perc) / 14 éven aluliaknak nem ajánlott (2004, FF FILM KFT., 99 perc)
Humoreszk;Humoresque;filmdráma;1946;USA;Jean Negulesco;Joan Crawford/John Garfield/Oscar Levant;III (2005, F/1943/J)
Huncut felhőcske;Tian Bian Yi Duo Yun;zenés;2005;Taiwan/Franciaország;Ming-liang Tsai;Yi-Ching Lu/Kang-sheng Lee/Shiang-chyi Chen;IV (2006, F/3775/J) / IV (2006, F/3775/J, 114 perc)
Huncutka;Curly Sue;családi;1991;USA;John Hughes;Alisan Porter/James Belushi/Kelly Lynch;Korhatár nélkül (1992, INTERCOM, 101 perc)
Huncut világ;Cool world;vígjáték;1992;USA;Ralph Bakshi;Gabriel Byrne/Kim Basinger/Brad Pitt;II (2004, F/0450/J, INTERCOM)
Hung - Neki áll a zászló ;Hung;tévésorozat;2009;USA;;Thomas Jane/Jane Adams/Eddie Jemison;II (2010, F/10227/E, Pro Video Film)
Hunyd le a szemed és nézz rám!;Close Your Eyes And Look At Me;dokumentum;2008;Nagy-Britannia;Dryden Lindsey;;II (F/10125/D)
